Gene	Symbol	NormalTranscript	TumorTranscript iLoops	Domain	Disorder	Anchor	PTM
133015	PACRGL	uc010iek.2	uc011bxn.1	False	True	False	True	False
1956	EGFR	uc003tqk.2	uc003tqh.2	True	True	True	True	False
1953	MEGF6	uc001akk.2	uc001akl.2	True	True	False	False	True
200634	KRTCAP3	uc002rks.2	uc010ylr.1	False	False	False	False	False
200634	KRTCAP3	uc002rks.2	uc002rkt.2	False	False	False	False	False
1959	EGR2	uc001jmi.2	uc010qim.1	False	False	False	False	False
3248	HPGD	uc003itu.2	uc011ckh.1	True	False	False	False	False
3248	HPGD	uc003itu.2	uc003itv.2	True	False	True	False	False
3248	HPGD	uc003itu.2	uc010irp.2	True	False	False	False	False
3248	HPGD	uc003itu.2	uc011ckf.1	True	False	False	False	False
3248	HPGD	uc003itu.2	uc011ckg.1	True	False	False	False	False
138429	PIP5KL1	uc004bsu.2	uc011mao.1	False	False	True	True	False
90736	FAM104B	uc004duh.1	uc004dui.3	False	False	True	True	False
79876	UBA5	uc003epa.3	uc003epb.3	False	False	True	False	False
79876	UBA5	uc003epa.3	uc010htr.2	False	False	True	False	False
2783	GNB2	uc003uwe.2	uc003uwb.2	False	False	False	False	False
56931	DUS3L	uc002mdc.2	uc002mdd.2	False	False	True	True	True
2078	ERG	uc002yxa.2	uc011aek.1	False	False	True	True	False
2078	ERG	uc002yxa.2	uc010gnx.2	False	False	True	True	False
57513	CASKIN2	uc002joc.2	uc010wsc.1	True	False	True	False	True
54897	CASZ1	uc001aro.2	uc001arp.1	True	False	True	True	False
54896	PQLC2	uc001bby.2	uc001bbz.2	False	True	False	False	False
54896	PQLC2	uc001bby.2	uc001bcb.2	False	True	False	False	False
54894	RNF43	uc002iwf.2	uc010wnv.1	False	False	False	False	False
54545	MTMR12	uc003jhq.2	uc010iul.2	False	False	True	False	False
7508	XPC	uc011ave.1	uc011avg.1	False	False	True	True	False
358	AQP1	uc003tbv.1	uc010kwf.1	True	False	True	False	False
358	AQP1	uc003tbv.1	uc010kwh.1	True	False	False	False	False
358	AQP1	uc010kwf.1	uc003tbv.1	True	False	True	False	False
55916	NXT2	uc004eof.1	uc004eoe.1	False	False	True	True	False
55916	NXT2	uc004eof.1	uc004eog.1	True	False	False	False	False
10385	BTN2A2	uc003nhq.2	uc011dkh.1	True	True	False	False	True
10439	OLFM1	uc004cfk.3	uc004cfm.3	False	False	True	True	False
10438	C1D	uc002seb.2	uc002sec.2	False	False	False	False	False
9657	IQCB1	uc010hre.1	uc003eek.2	False	True	False	False	True
10430	TMEM147	uc002oaj.1	uc002oai.1	False	False	False	False	False
54939	COMMD4	uc002azy.2	uc002baa.2	False	False	False	False	True
84830	C6orf105	uc003nab.2	uc011dip.1	False	False	False	False	False
84836	ABHD14B	uc003dcn.2	uc003dcm.2	False	False	False	False	False
9306	SOCS6	uc010dqq.2	uc002lkr.1	False	False	False	False	False
64801	ARV1	uc001huh.2	uc009xfl.1	False	False	False	False	False
55356	SLC22A15	uc001egb.3	uc001ega.2	False	True	True	False	False
10124	ARL4A	uc003ssr.2	uc003ssq.2	False	False	False	False	False
10124	ARL4A	uc003ssr.2	uc003sss.2	False	False	False	False	False
10124	ARL4A	uc003ssr.2	uc003ssp.2	False	False	False	False	False
92979	MARCH9	uc001spx.1	uc001spy.2	False	True	True	True	True
56033	BARX1	uc004aud.2	uc010mrh.2	True	False	True	True	True
80223	RAB11FIP1	uc003xkm.1	uc003xkl.1	True	True	True	True	True
22931	RAB18	uc001itv.2	uc001itw.2	True	True	False	False	True
6317	SERPINB3	uc002lji.2	uc010dqa.2	True	False	False	False	False
6314	ATXN7	uc010hnv.2	uc011bfn.1	False	False	True	True	True
6314	ATXN7	uc011bfn.1	uc003dlw.3	False	False	True	True	True
132671	SPATA18	uc011bzq.1	uc003gzl.2	True	False	True	True	False
79612	NAA16	uc001uyf.2	uc001uyd.3	False	False	True	True	True
435	ASL	uc003tur.2	uc003tuo.2	True	False	False	False	False
51389	RWDD1	uc003pxc.2	uc003pxd.2	False	True	True	True	True
11343	MGLL	uc003ejx.2	uc011bko.1	True	True	True	False	False
145482	PTGR2	uc001xow.2	uc001xox.2	False	False	False	False	False
145482	PTGR2	uc001xow.2	uc010tue.1	False	False	False	False	False
55015	PRPF39	uc001wvz.3	uc001wwa.1	False	False	True	True	False
55011	PIH1D1	uc002pns.2	uc010yaq.1	False	True	True	True	False
55011	PIH1D1	uc002pns.2	uc010yap.1	False	True	True	True	False
11043	MID2	uc004enk.2	uc004enl.2	False	False	False	False	False
284252	KCTD1	uc002kvw.2	uc010xbk.1	False	False	False	False	False
50484	RRM2B	uc003ykn.2	uc010mbv.1	True	False	False	True	False
224	ALDH3A2	uc002gwb.1	uc002gwc.1	False	False	False	False	False
5983	RFC3	uc001uuz.2	uc001uva.2	False	False	False	False	False
9782	MATR3	uc003ldx.2	uc011czb.1	False	False	True	True	False
8428	STK24	uc001vnn.1	uc001vnm.1	False	False	True	False	False
8428	STK24	uc001vnm.1	uc001vnn.1	False	False	True	False	False
64374	SIL1	uc003ldp.2	uc003ldm.2	False	False	False	False	False
85007	AGXT2L2	uc003miz.2	uc003miy.2	True	False	True	False	False
85007	AGXT2L2	uc003miz.2	uc003mjb.2	True	False	True	False	False
85004	RERG	uc001rct.2	uc001rcs.2	False	False	False	False	False
85004	RERG	uc001rct.2	uc010shu.1	True	False	False	False	True
5747	PTK2	uc003yvu.2	uc011ljp.1	True	True	True	True	True
83959	SLC4A11	uc010zqf.1	uc002wig.2	False	False	True	False	False
10971	YWHAQ	uc002qzx.2	uc002qzw.2	False	False	False	False	False
10973	ASCC3	uc003pqk.2	uc003pqm.2	True	True	True	True	False
119391	GSTO2	uc001kyc.2	uc001kyb.2	True	False	True	True	False
55222	LRRC20	uc001jqx.1	uc001jqz.1	False	False	False	False	False
55222	LRRC20	uc001jqx.1	uc001jqy.1	False	True	False	False	False
5549	PRELP	uc001gzs.2	uc001gzt.2	False	False	False	False	False
5914	RARA	uc002hul.3	uc010wfe.1	True	True	True	False	True
81617	CAB39L	uc001vcw.2	uc001vcx.2	False	False	False	False	False
5463	POU6F1	uc001rya.2	uc001rxy.2	False	False	False	False	False
5463	POU6F1	uc001rya.2	uc001rxz.2	False	False	False	False	False
51629	SLC25A39	uc002igm.2	uc002ign.2	False	False	False	False	False
60485	SAV1	uc001wyg.1	uc001wyh.1	False	False	False	False	False
64105	CENPK	uc003jts.2	uc003jtu.2	False	False	False	False	False
60481	ELOVL5	uc003pbr.1	uc003pbu.2	False	True	True	False	False
259266	ASPM	uc001gtu.2	uc001gtv.2	True	True	False	False	False
10402	ST3GAL6	uc003dsz.2	uc003dta.2	False	False	False	False	False
80774	LIMD2	uc002jbj.3	uc002jbl.3	False	False	False	False	False
6688	SPI1	uc001nfb.1	uc001nfc.1	False	False	True	False	False
6683	SPAST	uc002roc.2	uc002rod.2	True	False	True	True	False
2235	FECH	uc002lgq.3	uc002lgp.3	False	False	True	False	False
5936	RBM4	uc001oiw.1	uc009yrk.2	True	False	True	True	True
5936	RBM4	uc001oiw.1	uc001oix.1	False	True	True	False	True
5936	RBM4	uc001oiz.1	uc009yrk.2	True	False	True	True	True
5933	RBL1	uc002xgi.2	uc002xgj.1	False	True	True	True	False
5930	RBBP6	uc002dmh.2	uc002dmg.2	True	True	True	True	True
5930	RBBP6	uc002dmh.2	uc010bxr.2	False	False	True	True	False
2185	PTK2B	uc003xfp.1	uc003xfq.1	False	False	True	True	False
55188	RIC8B	uc001tlx.2	uc001tly.2	False	False	True	True	False
54836	BSPRY	uc004bhg.3	uc010muw.2	True	True	True	True	True
54521	WDR44	uc004eqn.2	uc011mtr.1	True	True	True	False	False
51652	VPS24	uc002srj.2	uc002srk.2	False	False	True	True	False
7020	TFAP2A	uc003myr.2	uc003myt.2	False	False	True	True	False
10226	PLIN3	uc002mbj.2	uc002mbk.2	True	False	False	False	False
10226	PLIN3	uc002mbj.2	uc002mbl.3	False	False	True	False	False
10227	MFSD10	uc003gfz.2	uc003gfw.2	False	False	False	False	False
112479	ERI2	uc010bwh.2	uc002dhu.1	True	True	True	True	False
7596	ZNF45	uc002oxw.1	uc002oxu.1	False	False	False	False	False
9013	TAF1C	uc010vnx.1	uc010voa.1	False	False	True	True	False
9013	TAF1C	uc010vny.1	uc010voa.1	False	False	True	False	False
9013	TAF1C	uc010vnx.1	uc002fhn.2	False	False	False	False	False
572	BAD	uc001nzd.2	uc001nzc.2	False	False	False	False	False
571	BACH1	uc002ynj.2	uc002ynk.2	False	False	False	False	False
151613	TTC14	uc003fkk.2	uc003fkl.2	True	False	True	True	True
342527	SMTNL2	uc002fye.2	uc002fyf.1	True	False	True	True	False
2802	GOLGA3	uc001ukz.1	uc001ula.1	False	False	True	True	False
2802	GOLGA3	uc001ukz.1	uc001ulb.2	False	False	True	True	False
58478	ENOPH1	uc003hmv.2	uc003hmx.2	True	False	True	False	False
1427	CRYGS	uc003fqe.2	uc003fqf.2	False	False	False	False	False
1429	CRYZ	uc001dgj.2	uc001dgl.2	True	True	False	False	False
1429	CRYZ	uc001dgj.2	uc001dgm.2	True	True	True	False	False
1429	CRYZ	uc001dgj.2	uc001dgk.2	False	False	False	False	False
58473	PLEKHB1	uc001oud.2	uc009ytq.2	False	False	False	False	False
58473	PLEKHB1	uc001oud.2	uc001oub.2	False	False	True	False	False
58473	PLEKHB1	uc001oud.2	uc001ouc.2	False	False	True	False	False
115353	LRRC42	uc001cwk.1	uc001cwj.1	False	False	False	False	False
55765	C1orf106	uc010ppm.1	uc001gvo.2	False	False	True	True	False
55768	NGLY1	uc003cdl.2	uc011awo.1	True	False	True	False	False
116412	ZNF837	uc002qsm.2	uc002qsl.3	False	False	False	False	False
3688	ITGB1	uc001iwt.3	uc001iws.3	False	False	False	False	False
57727	NCOA5	uc002xre.2	uc002xrd.2	False	False	False	False	False
51604	PIGT	uc002xoh.1	uc010zwy.1	False	False	False	False	False
51604	PIGT	uc002xoh.1	uc002xoj.1	False	False	False	False	False
7862	BRPF1	uc003bsf.2	uc011ati.1	False	False	True	True	False
7862	BRPF1	uc003bsf.2	uc003bse.2	False	False	False	False	False
7862	BRPF1	uc003bsg.2	uc011ati.1	False	False	True	True	False
57182	ANKRD50	uc010inw.2	uc011cgo.1	False	False	True	False	False
54812	AFTPH	uc002sdb.2	uc002sdc.2	False	False	True	True	False
54812	AFTPH	uc002sdb.2	uc002sda.2	False	False	True	False	False
54811	ZNF562	uc002mly.2	uc010xks.1	False	False	False	False	False
54811	ZNF562	uc002mly.2	uc002mlx.2	False	True	False	False	True
54816	ZNF280D	uc002adu.2	uc002adt.2	False	True	True	True	True
54816	ZNF280D	uc002adu.2	uc010bfq.2	False	False	False	False	False
148867	SLC30A7	uc001dto.2	uc001dtn.2	False	False	False	False	False
7001	PRDX2	uc002mvd.2	uc002mve.1	True	True	True	False	False
29083	GTPBP8	uc003dzn.2	uc003dzo.2	True	True	False	False	False
29086	C19orf62	uc002nfu.2	uc010xpl.1	False	False	True	True	False
29086	C19orf62	uc002nfu.2	uc002nfv.2	False	False	False	False	False
29086	C19orf62	uc002nfu.2	uc002nfw.2	False	False	False	False	False
22889	KIAA0907	uc001fmi.1	uc001fmj.1	False	False	True	True	False
22881	ANKRD6	uc003pni.3	uc003pnf.3	False	False	True	False	False
22885	ABLIM3	uc003lqb.2	uc003lqf.2	False	False	False	False	False
63979	FIGNL1	uc003tpe.2	uc003tpb.2	False	False	True	False	False
63979	FIGNL1	uc010kyy.2	uc003tpb.2	False	False	True	False	False
137695	TMEM68	uc003xsg.1	uc003xsh.1	False	False	False	False	False
50717	DCAF8	uc009wth.2	uc010pjb.1	False	False	False	False	False
50717	DCAF8	uc009wth.2	uc001fvq.3	True	True	True	True	False
50717	DCAF8	uc001fvo.2	uc001fvq.3	True	True	True	True	False
10483	SEC23B	uc002wra.1	uc002wrb.1	False	False	False	False	False
153020	RASGEF1B	uc003hmi.1	uc010ijq.1	False	True	True	False	True
153020	RASGEF1B	uc003hmj.1	uc010ijq.1	False	True	True	False	True
857	CAV1	uc003vif.1	uc010lkf.1	False	False	True	False	False
1606	DGKA	uc001sim.2	uc001sij.2	False	False	False	False	False
4000	LMNA	uc001fni.2	uc001fnk.2	False	False	True	True	False
4000	LMNA	uc001fni.2	uc001fng.2	False	False	True	True	False
7343	UBTF	uc002igd.2	uc002igc.2	False	False	False	False	False
7343	UBTF	uc002igb.2	uc010czt.2	False	False	False	False	False
5476	CTSA	uc002xqj.3	uc002xqk.3	False	False	False	False	False
3321	IGSF3	uc001egr.1	uc001egq.1	False	False	False	False	False
79027	ZNF655	uc010lgb.2	uc003uri.2	False	True	False	True	True
79026	AHNAK	uc001ntl.2	uc001ntk.1	True	False	True	True	False
79020	C7orf25	uc003thx.3	uc010kxq.2	False	False	True	True	False
51082	POLR1D	uc001urp.2	uc001uro.2	True	True	True	True	False
55703	POLR3B	uc001tlp.2	uc001tlq.2	True	False	True	False	False
5519	PPP2R1B	uc001plw.1	uc010rwi.1	True	False	False	False	False
5519	PPP2R1B	uc001plw.1	uc010rwl.1	True	True	True	True	False
5519	PPP2R1B	uc001plx.1	uc010rwl.1	True	True	False	False	False
25898	RCHY1	uc003hik.2	uc003hil.2	False	True	False	False	True
7327	UBE2G2	uc002zfy.2	uc002zfx.2	True	False	True	False	False
10089	KCNK7	uc001oes.2	uc001oeu.2	False	False	True	False	True
7322	UBE2D2	uc003ler.2	uc003leq.2	True	False	True	False	False
7323	UBE2D3	uc003hwi.2	uc003hwq.2	True	False	True	False	False
7323	UBE2D3	uc003hwl.2	uc003hwq.2	True	False	True	False	False
7323	UBE2D3	uc003hwi.2	uc003hwr.2	False	False	True	False	False
10084	PQBP1	uc004dle.2	uc004dlg.2	False	False	False	False	False
10084	PQBP1	uc004dlg.2	uc004dlk.2	False	False	True	True	True
10084	PQBP1	uc004dle.2	uc004dlj.1	False	False	True	True	False
9053	MAP7	uc011edf.1	uc011edi.1	False	False	True	True	False
9054	NFS1	uc002xdw.1	uc010zvl.1	True	False	False	False	False
7062	TCHH	uc001ezp.2	uc009wne.1	False	False	False	False	False
10400	PEMT	uc002grl.2	uc002grj.2	False	False	True	False	False
143187	VTI1A	uc001kzz.2	uc001kzy.2	False	False	True	True	False
79631	EFTUD1	uc002bgt.1	uc002bgu.1	True	False	False	False	False
8623	ASMTL	uc004cpx.1	uc004cpy.1	True	False	False	False	False
8623	ASMTL	uc004cpy.1	uc004cpx.1	True	False	False	False	False
8623	ASMTL	uc004cpx.1	uc011mhf.1	True	False	False	False	False
84271	POLDIP3	uc003bcu.2	uc003bcv.2	False	False	True	True	False
29968	PSAT1	uc004ala.2	uc004alb.2	True	False	False	False	False
151636	DTX3L	uc003efk.2	uc010hrj.2	True	True	True	True	False
1439	CSF2RB	uc003aqa.3	uc003aqc.3	False	False	False	False	False
79003	MIS12	uc002gce.2	uc002gcd.2	False	False	False	False	False
79007	DBNDD1	uc002fqf.1	uc002fqe.1	False	False	True	True	False
1191	CLU	uc003xfz.1	uc003xfw.1	False	False	True	False	False
1191	CLU	uc003xfw.1	uc003xfx.1	False	False	False	False	False
5451	POU2F1	uc001gee.2	uc001gef.2	False	False	True	True	False
1196	CLK2	uc001fjy.2	uc009wqm.2	False	False	False	False	False
115330	GPR146	uc003sjy.1	uc003sjw.2	False	False	False	False	False
9631	NUP155	uc003jku.1	uc003jkt.1	True	False	True	True	False
8943	AP3D1	uc002lva.2	uc002luz.2	False	False	True	True	False
8942	KYNU	uc002tvl.2	uc010fnm.2	False	False	False	False	False
8945	BTRC	uc001kta.2	uc001ktb.2	False	False	False	False	False
54954	FAM120C	uc004dsz.3	uc004dta.2	False	False	True	True	False
26973	CHORDC1	uc001pdg.2	uc009yvz.2	True	False	False	True	False
220972	MARCH8	uc001jcj.1	uc001jci.1	False	False	False	False	False
1997	ELF1	uc001uxs.2	uc010tfc.1	False	False	True	True	False
1999	ELF3	uc001gxh.3	uc001gxi.3	False	False	False	False	False
1999	ELF3	uc001gxh.3	uc001gxg.3	False	False	False	False	False
1999	ELF3	uc001gxi.3	uc001gxg.3	False	False	False	False	False
5511	PPP1R8	uc001bov.1	uc001bow.1	False	True	True	False	True
5511	PPP1R8	uc001bov.1	uc001box.1	False	True	True	True	True
5510	PPP1R7	uc002wat.1	uc002wau.1	False	False	True	True	False
533	ATP6V0B	uc001cld.2	uc001cle.2	False	False	False	False	False
23677	SH3BP4	uc002vvp.2	uc002vvq.2	False	False	False	False	False
23678	SGK3	uc003xwt.2	uc003xwu.2	True	False	False	False	False
132789	GNPDA2	uc003gwy.2	uc011bzb.1	True	False	False	False	False
132789	GNPDA2	uc003gwy.2	uc010iga.2	True	False	False	False	False
11104	KATNA1	uc003qms.2	uc003qmr.1	False	False	False	False	False
51454	GULP1	uc010fru.2	uc010zfw.1	True	True	False	False	True
51454	GULP1	uc010fru.2	uc002uqf.2	False	False	False	False	False
51454	GULP1	uc002uqf.2	uc010zfw.1	True	True	False	False	True
51455	REV1	uc002tad.2	uc002tac.2	False	False	False	False	False
79971	WLS	uc001def.1	uc001deg.1	False	False	False	True	False
54704	PDP1	uc003yge.2	uc011lgm.1	False	False	False	False	False
54704	PDP1	uc003yge.2	uc003ygf.2	False	False	True	False	False
51130	ASB3	uc002rxg.1	uc002rxi.3	False	False	True	True	False
57007	CXCR7	uc002vwd.2	uc010fyq.2	False	False	False	False	False
7086	TKT	uc003dgq.2	uc003dgo.2	False	False	False	False	False
7089	TLE2	uc002lww.2	uc010xhc.1	False	False	True	True	False
9806	SPOCK2	uc001jsp.2	uc001jso.1	False	False	False	False	False
79659	DYNC2H1	uc001pho.2	uc009yxe.1	True	True	True	True	False
9455	HOMER2	uc002bjh.2	uc002bjg.2	False	False	True	False	False
399512	SLC25A35	uc002gla.3	uc002gku.1	True	True	True	False	True
125228	C18orf19	uc010dli.2	uc010dlh.2	False	False	False	False	False
4950	OCLN	uc003jwv.3	uc003jwu.2	False	False	False	False	False
112574	SNX18	uc003jpi.3	uc011cqg.1	True	False	True	False	False
1643	DDB2	uc001neb.2	uc001nee.2	False	True	False	False	True
1643	DDB2	uc001neb.2	uc009yli.1	False	False	False	False	False
285343	C3orf23	uc003cne.3	uc003cnb.3	False	True	True	True	False
285343	C3orf23	uc010him.2	uc003cnb.3	False	True	True	True	False
285343	C3orf23	uc010him.2	uc003cnd.3	False	False	False	False	False
9456	HOMER1	uc003kfy.2	uc010jac.2	True	False	True	True	False
79869	CPSF7	uc001nrq.2	uc001nro.2	True	False	True	True	False
5704	PSMC4	uc002omq.2	uc002omr.2	False	False	False	False	False
5705	PSMC5	uc002jcb.2	uc002jcc.2	False	False	True	False	False
5705	PSMC5	uc002jcb.2	uc002jcd.2	False	False	True	False	False
54807	ZNF586	uc002qqd.2	uc002qqe.2	True	True	True	True	True
60312	AFAP1	uc003gkg.1	uc011bwk.1	False	False	True	True	False
5170	PDPK1	uc002cqs.2	uc010bsn.2	True	True	True	True	False
64094	SMOC2	uc003qws.1	uc003qwr.1	False	False	False	True	False
64854	USP46	uc003gzn.2	uc011bzs.1	True	False	True	False	False
64854	USP46	uc003gzn.2	uc003gzm.3	False	False	True	False	False
27130	INVS	uc004bap.1	uc004bao.1	True	False	True	True	False
56681	SAR1A	uc010qji.1	uc010qjh.1	False	False	False	False	False
2217	FCGRT	uc002pog.2	uc002poe.2	False	False	False	False	False
55143	CDCA8	uc001cbs.2	uc001cbr.2	False	False	False	False	False
6136	RPL12	uc004bqy.1	uc004bqz.1	True	False	False	False	False
152815	THAP6	uc003him.2	uc003hin.2	True	False	False	False	False
152815	THAP6	uc003him.2	uc010iiv.2	False	False	False	False	False
1977	EIF4E	uc003hue.2	uc011cea.1	False	False	True	True	False
9425	CDYL	uc011dhy.1	uc011dhx.1	False	False	False	False	False
9425	CDYL	uc011dhy.1	uc003mwk.2	True	False	True	True	False
9424	KCNK6	uc002oid.2	uc002oic.2	False	True	False	False	False
9424	KCNK6	uc002oic.2	uc002oid.2	False	True	False	False	False
79065	ATG9A	uc002vke.1	uc002vkf.1	False	False	False	False	False
2011	MARK2	uc001nxw.2	uc001nxy.2	False	False	True	True	False
91319	DERL3	uc002zyk.3	uc002zyi.2	False	False	True	False	False
23181	DIP2A	uc002zjo.2	uc011afz.1	False	False	True	False	False
51411	BIN2	uc001ryg.2	uc009zlz.2	True	False	False	False	False
23635	SSBP2	uc003kho.2	uc011ctp.1	False	False	True	False	False
23189	KANK1	uc003zgn.1	uc003zgl.1	False	False	False	False	False
4253	CTAGE5	uc001wuz.3	uc001wvg.3	False	False	True	False	False
4253	CTAGE5	uc001wuz.3	uc001wuy.3	False	False	True	False	False
4253	CTAGE5	uc001wuz.3	uc001wvf.3	False	False	True	False	False
4257	MGST1	uc001rdg.2	uc001rdf.2	False	False	False	False	False
4257	MGST1	uc001rdg.2	uc001rdh.2	False	False	False	False	False
5530	PPP3CA	uc003hvu.2	uc010ilk.2	True	True	False	False	False
5537	PPP6C	uc004bpg.3	uc010mww.2	True	False	False	False	False
5537	PPP6C	uc004bpg.3	uc010mwv.2	True	False	False	False	False
5538	PPT1	uc001cfb.2	uc010ojg.1	True	False	False	False	False
91663	MYADM	uc002qcm.2	uc002qcl.2	False	False	False	False	False
91663	MYADM	uc002qcm.2	uc002qcp.2	False	False	False	False	False
91663	MYADM	uc002qcn.2	uc002qcl.2	False	False	False	False	False
91661	ZNF765	uc002qbm.2	uc010ydx.1	False	False	False	False	False
79677	SMC6	uc002rcn.2	uc002rco.2	False	False	False	False	False
130507	UBR3	uc010zdi.1	uc002ufu.3	False	True	True	True	True
51477	ISYNA1	uc002njd.1	uc002nja.1	True	False	True	False	False
587	BCAT2	uc002pkr.2	uc002pkt.2	True	False	True	False	False
738	C11orf2	uc001ocr.1	uc001ocs.1	False	True	True	True	False
80758	PRR7	uc003mgw.1	uc003mgu.1	False	False	False	False	False
80758	PRR7	uc003mgw.1	uc003mgv.1	False	False	False	False	False
200894	ARL13B	uc003drf.2	uc003drd.2	True	True	True	False	True
64924	SLC30A5	uc003jvh.2	uc003jvg.2	False	True	True	False	False
1388	ATF6B	uc003nzn.2	uc003nzo.2	False	False	False	False	False
1385	CREB1	uc002vcc.2	uc002vcd.2	False	False	False	True	False
55748	CNDP2	uc002llm.1	uc002lln.1	False	False	False	True	False
55038	CDCA4	uc001yqb.2	uc001yqa.2	False	False	False	False	False
51043	ZBTB7B	uc010peq.1	uc001fgk.3	True	False	True	True	False
51043	ZBTB7B	uc009wpa.2	uc001fgk.3	False	False	False	False	False
51043	ZBTB7B	uc010peq.1	uc001fgl.3	True	False	True	True	False
55745	MUDENG	uc001xcv.2	uc001xcu.3	False	False	False	False	True
8106	PABPN1	uc001wjk.2	uc001wjj.2	False	False	True	True	False
8106	PABPN1	uc001wjh.3	uc001wjk.2	True	True	True	True	True
10245	TIMM17B	uc004dlc.1	uc004dla.1	False	False	False	False	False
11100	HNRNPUL1	uc002oqd.3	uc010eho.2	False	False	False	False	False
10207	INADL	uc001dab.2	uc001daa.2	True	True	True	True	False
7041	TGFB1I1	uc002ecd.1	uc002ece.1	False	False	True	True	False
7049	TGFBR3	uc001doh.2	uc001doi.2	False	False	True	False	False
7049	TGFBR3	uc001doh.2	uc001doj.2	False	False	True	False	False
7048	TGFBR2	uc003cen.2	uc003ceo.2	False	False	False	False	False
10208	USPL1	uc001utc.2	uc001ute.1	False	False	True	True	False
4720	NDUFS2	uc001fyv.2	uc001fyw.2	False	False	False	False	False
51322	WAC	uc001iuf.2	uc001iug.2	False	False	True	True	False
8609	KLF7	uc002vbz.1	uc010zix.1	False	False	True	False	False
6871	TADA2A	uc002hnt.2	uc002hnv.2	False	False	False	False	False
286451	YIPF6	uc004dwy.2	uc011mph.1	False	False	False	True	False
23428	SLC7A8	uc001wix.2	uc001wiz.2	False	False	True	False	False
9617	MTRF1	uc001uxy.2	uc001uxx.2	False	False	False	False	False
53371	NUP54	uc003hjs.2	uc003hjt.2	False	False	True	True	True
9611	NCOR1	uc002gpo.2	uc002gpr.2	False	False	True	True	False
23479	ISCU	uc010sxc.1	uc001tnc.3	False	False	True	True	False
26009	ZZZ3	uc001dhp.2	uc001dhr.2	False	False	True	True	True
26009	ZZZ3	uc001dhq.2	uc001dhr.2	False	False	True	True	True
977	CD151	uc001lry.2	uc001lsa.2	False	False	False	False	False
977	CD151	uc001lrz.2	uc001lsa.2	False	False	False	False	False
977	CD151	uc001lry.2	uc001lsb.2	False	False	False	False	False
283229	EFCAB4A	uc001lrv.2	uc009ycm.1	False	False	True	True	True
373	TRIM23	uc003jty.2	uc003jtw.2	True	False	False	False	False
373	TRIM23	uc003jty.2	uc003jtx.2	True	False	False	False	False
7529	YWHAB	uc002xmu.2	uc002xmt.2	False	False	False	False	False
55937	APOM	uc003nvk.2	uc003nvl.2	False	False	False	False	False
51293	CD320	uc002mjj.1	uc002mjl.1	True	True	False	False	True
55249	YY1AP1	uc001flp.2	uc010pgi.1	False	False	True	True	False
55249	YY1AP1	uc001flp.2	uc001fli.2	False	False	False	False	False
79654	HECTD3	uc009vxk.2	uc001cmy.3	True	True	True	False	True
2224	FDPS	uc001fkd.2	uc001fke.2	False	False	False	False	False
2224	FDPS	uc001fkd.2	uc001fkf.2	False	False	False	False	False
79650	C16orf57	uc002emz.2	uc010vib.1	False	False	False	False	False
9869	SETDB1	uc001evu.2	uc001evw.3	False	True	True	True	True
10406	WFDC2	uc002xoo.2	uc002xor.2	False	True	True	True	True
10406	WFDC2	uc002xoo.2	uc002xop.2	False	True	False	False	True
83986	ITFG3	uc002cgf.2	uc002cgh.2	False	False	False	False	False
9863	MAGI2	uc003ugy.2	uc003ugx.2	True	False	True	False	False
85441	PRIC285	uc002yfm.2	uc002yfl.1	True	False	True	True	False
55041	PLEKHB2	uc002tsg.3	uc010zaq.1	True	False	True	False	False
55041	PLEKHB2	uc002tsg.3	uc010zap.1	True	False	True	False	False
151056	PLB1	uc002rme.1	uc002rmc.2	False	False	True	True	False
58509	C19orf29	uc002lyh.2	uc002lyi.3	False	False	False	False	False
90678	LRSAM1	uc004brb.1	uc004brd.1	False	False	False	False	False
90678	LRSAM1	uc004brb.1	uc004bre.1	True	True	True	True	True
8767	RIPK2	uc003yee.2	uc003yef.2	True	False	True	False	False
8763	CD164	uc003pte.2	uc011eap.1	False	False	True	True	True
8763	CD164	uc003pte.2	uc003ptf.2	False	False	True	False	True
79710	MORC4	uc004emv.3	uc004emw.3	False	True	True	True	False
79710	MORC4	uc004emu.3	uc004emw.3	False	True	True	True	False
114880	OSBPL6	uc010zfe.1	uc002uma.2	False	False	True	True	False
220134	SKA1	uc002let.2	uc010xdl.1	False	False	True	True	False
5996	RGS1	uc001gsi.1	uc010pou.1	True	False	False	False	False
5991	RFX3	uc010mhd.2	uc003zhr.2	False	False	False	False	False
5993	RFX5	uc001exv.1	uc001exw.1	False	False	False	False	False
5993	RFX5	uc001exw.1	uc001exv.1	False	False	False	False	False
5993	RFX5	uc001exv.1	uc009wmr.1	False	False	False	False	False
23644	EDC4	uc002eur.2	uc010cer.2	False	False	True	True	True
84865	CCDC142	uc002slr.2	uc002slq.2	False	False	False	False	False
51271	UBAP1	uc003ztx.2	uc003ztz.2	False	False	False	False	False
84864	MINA	uc003dsb.1	uc003drz.1	False	False	False	False	False
84864	MINA	uc003dsb.1	uc003dsa.1	False	False	False	False	False
51274	KLF3	uc003gth.3	uc003gtg.2	True	True	True	True	True
51276	ZNF571	uc002ogt.2	uc010efp.2	False	False	False	False	False
5664	PSEN2	uc009xeo.1	uc009xep.1	False	False	True	False	False
10262	SF3B4	uc001etj.1	uc001etk.1	False	False	False	False	False
64129	TINAGL1	uc001bta.2	uc010ogj.1	False	False	False	False	False
