Symbol	GeneId	tx
CENPM	79019	uc003bbm.2
CENPM	79019	uc003bbn.2
CENPM	79019	uc003bbo.2
CENPM	79019	uc003bbp.1
CENPM	79019	uc010gyq.2
CENPN	55839	uc002ffw.3
CENPN	55839	uc002ffx.2
CENPN	55839	uc002ffy.3
CENPN	55839	uc010vnl.1
CENPN	55839	uc010vnm.1
CENPO	79172	uc002rfn.2
CENPO	79172	uc002rfo.1
CENPO	79172	uc002rfp.1
CENPO	79172	uc002rfq.1
CENPP	401541	uc004ary.1
CENPP	401541	uc004arz.2
CENPP	401541	uc004asj.2
CENPP	401541	uc010mqx.2
CENPQ	55166	uc003ozh.1
CENPT	80152	uc002eum.3
CENPT	80152	uc002eun.3
CENPT	80152	uc010vkc.1
CENPT	80152	uc010vkd.1
CENPT	80152	uc010vke.1
CENPV	201161	uc002gpw.2
CENPW	387103	uc003qao.2
CENPW	387103	uc003qap.3
CEP110	11064	uc004bkw.2
CEP110	11064	uc004bkx.1
CEP110	11064	uc004bky.1
CEP110	11064	uc004bkz.1
CEP110	11064	uc004bla.1
CEP110	11064	uc004blb.1
CEP110	11064	uc010mvo.1
CEP110	11064	uc010mvp.1
CEP120	153241	uc003ktk.2
CEP120	153241	uc010jcz.1
CEP120	153241	uc011cwq.1
CEP135	9662	uc003hbh.1
CEP135	9662	uc003hbi.2
CEP135	9662	uc003hbj.2
CEP135	9662	uc010igz.1
CEP152	22995	uc001zwy.2
CEP152	22995	uc001zwz.2
CEP152	22995	uc001zxa.1
CEP164	22897	uc001prb.2
CEP164	22897	uc001prc.2
CEP164	22897	uc001prd.2
CEP164	22897	uc001prf.2
CEP164	22897	uc001prg.1
CEP164	22897	uc009yzp.1
CEP164	22897	uc010rxj.1
CEP164	22897	uc010rxk.1
CEP170	9859	uc001hzr.2
CEP170	9859	uc001hzs.2
CEP170	9859	uc001hzt.2
CEP170	9859	uc001hzu.2
CEP170	9859	uc001hzv.1
CEP170L	645455	uc003icb.2
CEP192	55125	uc002krs.1
CEP192	55125	uc002kru.2
CEP192	55125	uc002krv.2
CEP192	55125	uc002krw.2
CEP192	55125	uc002krx.2
CEP192	55125	uc002kry.2
CEP192	55125	uc010dlf.1
CEP192	55125	uc010xac.1
CEP192	55125	uc010xad.1
CEP250	11190	uc002xcm.2
CEP250	11190	uc002xco.2
CEP250	11190	uc010gfe.1
CEP250	11190	uc010zvd.1
CEP250	11190	uc010zve.1
CEP290	80184	uc001taq.2
CEP290	80184	uc001tar.2
CEP290	80184	uc001tat.2
CEP290	80184	uc009zsl.1
CEP350	9857	uc001gnr.1
CEP350	9857	uc001gnt.2
CEP350	9857	uc001gnu.2
CEP350	9857	uc001gnv.2
CEP350	9857	uc001gnw.1
CEP350	9857	uc001gnx.1
CEP350	9857	uc009wxl.2
CEP55	55165	uc001kiq.3
CEP55	55165	uc009xug.2
CEP57	9702	uc001pfo.1
CEP57	9702	uc001pfp.1
CEP57	9702	uc001pfq.1
CEP57	9702	uc001pfr.1
CEP57	9702	uc009ywn.1
CEP57	9702	uc010ruh.1
CEP57	9702	uc010rui.1
CEP63	80254	uc003eql.1
CEP63	80254	uc003eqm.2
CEP63	80254	uc003eqn.1
CEP63	80254	uc003eqo.1
CEP63	80254	uc003eqp.1
CEP68	23177	uc002sdj.2
CEP68	23177	uc002sdk.3
CEP68	23177	uc002sdl.3
CEP68	23177	uc010yqb.1
CEP68	23177	uc010yqc.1
CEP68	23177	uc010yqd.1
CEP70	80321	uc003esl.2
CEP70	80321	uc003esm.2
CEP70	80321	uc003esn.2
CEP70	80321	uc011bmk.1
CEP70	80321	uc011bml.1
CEP70	80321	uc011bmm.1
CEP72	55722	uc003jbf.2
CEP72	55722	uc011clz.1
CEP76	79959	uc002krh.3
CEP76	79959	uc002kri.2
CEP76	79959	uc010wzz.1
CEP76	79959	uc010xaa.1
CEP76	79959	uc010xab.1
CEP78	84131	uc004akx.2
CEP78	84131	uc004aky.3
CEP78	84131	uc004akz.1
CEP78	84131	uc010mpp.2
CEP78	84131	uc011lsp.1
CEP97	79598	uc003dvk.1
CEP97	79598	uc003dvl.1
CEP97	79598	uc003dvm.1
CEP97	79598	uc010hpm.1
CEP97	79598	uc011bhf.1
CEPT1	10390	uc001eag.2
CEPT1	10390	uc001eah.1
CEPT1	10390	uc001eai.1
CEPT1	10390	uc001eaj.1
CEPT1	10390	uc009wfz.1
CER1	9350	uc003zlj.2
CERCAM	51148	uc004buy.1
CERCAM	51148	uc004buz.3
CERCAM	51148	uc010mxz.2
CERCAM	51148	uc010mya.1
CERK	64781	uc003bia.2
CERK	64781	uc010hae.2
CES1	1066	uc002eil.2
CES1	1066	uc002eim.2
CES1	1066	uc002ein.2
CES1	1066	uc010ccf.2
CES2	8824	uc002eqq.2
CES2	8824	uc002eqr.2
CES2	8824	uc002eqs.2
CES3	23491	uc002eqt.2
CES3	23491	uc010cdz.2
CES3	23491	uc010cea.2
CES3	23491	uc010viw.1
CES4	51716	uc002eik.2
CES4	51716	uc010cce.2
CES7	221223	uc002eio.2
CES7	221223	uc002eip.2
CES7	221223	uc002eiq.2
CES7	221223	uc002eir.2
CES8	283848	uc002eqv.2
CES8	283848	uc002eqw.2
CES8	283848	uc002eqx.2
CES8	283848	uc002eqy.2
CES8	283848	uc002eqz.2
CES8	283848	uc010vix.1
CES8	283848	uc010viy.1
CES8	283848	uc010viz.1
CETN1	1068	uc002kko.1
CETN2	1069	uc004fgq.2
CETN2	1069	uc004fgr.2
CETN3	1070	uc003kjo.2
CETN4P	729338	uc011cgm.1
CETP	1071	uc002eki.2
CETP	1071	uc002ekj.2
CFC1B	653275_2	uc002trl.1
CFC1B	653275	uc002tro.1
CFD	1675	uc002lqc.2
CFD	1675	uc010drv.2
CFDP1	10428	uc002fdy.2
CFDP1	10428	uc002fdz.2
CFDP1	10428	uc002fea.1
CFH	3075	uc001gti.3
CFH	3075	uc001gtj.3
CFH	3075	uc009wyw.2
CFH	3075	uc009wyx.2
CFHR1	3078	uc001gtk.2
CFHR3	10878	uc001gtk.2
CFHR1	3078	uc001gtl.2
CFHR3	10878	uc001gtl.2
CFHR1	3078	uc001gtm.2
CFHR3	10878	uc001gtm.2
CFHR1	3078	uc001gtn.2
CFHR3	10878	uc001gtn.2
CFHR1	3078	uc010poy.1
CFHR3	10878	uc010poy.1
CFHR2	3080	uc001gtq.1
CFHR2	3080	uc001gtr.1
CFHR4	10877	uc001gto.2
CFHR4	10877	uc001gtp.2
CFHR4	10877	uc009wyy.2
CFHR5	81494	uc001gts.3
CFI	3426	uc003hzq.2
CFI	3426	uc003hzr.3
CFI	3426	uc003hzs.3
CFI	3426	uc011cft.1
CFL1	1072	uc001ofs.2
CFL1	1072	uc001oft.2
CFL1	1072	uc001ofu.2
CFL2	1073	uc001wsg.3
CFL2	1073	uc001wsh.3
CFL2	1073	uc001wsi.3
CFL2	1073	uc001wsj.3
CFL2	1073	uc010tpn.1
CFLAR	8837	uc002uwy.2
CFLAR	8837	uc002uwz.2
CFLAR	8837	uc002uxa.3
CFLAR	8837	uc002uxb.3
CFLAR	8837	uc002uxc.3
CFLAR	8837	uc002uxd.3
CFLAR	8837	uc002uxe.2
CFLAR	8837	uc002uxf.2
CFLAR	8837	uc002uxg.2
CFLAR	8837	uc010fsw.1
CFLAR	8837	uc010fsx.2
CFLAR	8837	uc010fsy.2
CFLAR	8837	uc010fsz.2
CFLAR	8837	uc010zhk.1
CFLAR	8837	uc010zhl.1
CFLAR	8837	uc010zhm.1
CFLP1	142913	uc001kfa.2
CFP	5199	uc004dig.3
CFP	5199	uc004dih.2
CFP	5199	uc004dii.1
CFP	5199	uc010nhu.2
CFTR	1080	uc003vjd.2
CFTR	1080	uc003vje.1
CFTR	1080	uc011knq.1
CG030	116828	uc010tea.1
CGA	1081	uc003plj.1
CGB1	114335	uc002plx.2
CGB2	114336	uc002plw.2
CGB2	114336	uc010yaf.1
CGB2	114336	uc010yag.1
CGB5	93659	uc002ply.2
CGB5	93659	uc002plz.2
CGGBP1	8545	uc003dqs.2
CGGBP1	8545	uc003dqt.2
CGGBP1	8545	uc003dqu.2
CGN	57530	uc009wmw.2
CGN	57530	uc010pde.1
CGNL1	84952	uc002aeg.2
CGNL1	84952	uc010bfw.2
CGREF1	10669	uc002rip.1
CGREF1	10669	uc002riq.2
CGREF1	10669	uc002rir.1
CGREF1	10669	uc002ris.2
CGREF1	10669	uc010eyr.1
CGREF1	10669	uc010eys.1
CGREF1	10669	uc010ylf.1
CGRRF1	10668	uc001xay.2
CGRRF1	10668	uc001xaz.2
CGRRF1	10668	uc010tra.1
CH25H	9023	uc001kfz.2
CHAC1	79094	uc001znh.2
CHAC1	79094	uc010uct.1
CHAC2	494143	uc002rxk.1
CHAD	1101	uc010dbr.2
CHAD	1101	uc010dbs.2
CHADL	150356	uc003azq.3
CHADL	150356	uc010gyj.2
CHAF1A	10036	uc002mal.2
CHAF1B	8208	uc002yvj.2
CHAT	1103	uc001jhv.1
C10orf53	282966	uc001jhv.1
CHAT	1103	uc001jhx.1
C10orf53	282966	uc001jhx.1
CHAT	1103	uc001jhy.1
C10orf53	282966	uc001jhy.1
CHAT	1103	uc001jhz.2
C10orf53	282966	uc001jhz.2
CHAT	1103	uc001jia.2
C10orf53	282966	uc001jia.2
CHAT	1103	uc001jib.2
C10orf53	282966	uc001jib.2
CHAT	1103	uc001jic.1
C10orf53	282966	uc001jic.1
CHAT	1103	uc001jid.1
C10orf53	282966	uc001jid.1
CHAT	1103	uc010qgs.1
C10orf53	282966	uc010qgs.1
CHCHD10	400916	uc002zxw.2
CHCHD1	118487	uc001jvb.2
CHCHD1	118487	uc001jvc.3
CHCHD2	51142	uc003tsa.2
CHCHD3	54927	uc003vre.2
CHCHD3	54927	uc003vrf.2
CHCHD3	54927	uc010lmi.2
CHCHD3	54927	uc010lmj.2
CHCHD3	54927	uc011kpn.1
CHCHD4	131474	uc003byi.3
CHCHD4	131474	uc003byj.3
CHCHD5	84269	uc002thz.1
CHCHD5	84269	uc002tia.2
CHCHD6	84303	uc003ejf.1
CHCHD6	84303	uc010hsj.1
CHCHD7	79145	uc003xss.2
CHCHD7	79145	uc003xst.2
CHCHD7	79145	uc003xsu.2
CHCHD7	79145	uc003xsv.2
CHCHD7	79145	uc003xsw.2
CHCHD7	79145	uc003xsx.2
CHCHD8	51287_2	uc009ytw.2
CHCHD8	51287	uc001ouj.2
CHD1	1105	uc003knf.2
CHD1	1105	uc010jbn.2
CHD1L	9557	uc001epm.3
CHD1L	9557	uc001epn.3
CHD1L	9557	uc001epo.3
CHD1L	9557	uc009wjg.2
CHD1L	9557	uc009wjh.2
CHD1L	9557	uc009wji.2
CHD1L	9557	uc010ozo.1
CHD1L	9557	uc010ozp.1
CHD1L	9557	uc010ozq.1
CHD2	1106	uc002bsm.1
CHD2	1106	uc002bsn.2
CHD2	1106	uc002bso.1
CHD2	1106	uc002bsp.2
CHD2	1106	uc010bof.1
CHD2	1106	uc010bog.1
CHD2	1106	uc010boh.1
CHD2	1106	uc010urb.1
CHD3	1107	uc002gjd.2
CHD3	1107	uc002gje.2
CHD3	1107	uc002gjf.2
CHD3	1107	uc002gjg.1
CHD3	1107	uc002gjh.2
CHD3	1107	uc002gjj.2
CHD4	1108	uc001qpn.2
CHD4	1108	uc001qpo.2
CHD4	1108	uc001qpp.2
CHD5	26038	uc001alz.1
CHD5	26038	uc001ama.1
CHD5	26038	uc001amb.1
CHD5	26038	uc001amc.1
CHD5	26038	uc009vlx.1
CHD6	84181	uc002xjz.1
CHD6	84181	uc002xka.1
CHD6	84181	uc002xkb.1
CHD6	84181	uc002xkc.2
CHD6	84181	uc002xkd.2
CHD7	55636	uc003xue.2
CHD7	55636	uc003xuf.2
CHD8	57680	uc001war.1
CHD8	57680	uc001was.1
CHD8	57680	uc001wav.1
CHD9	80205	uc002egy.2
CHD9	80205	uc002egz.1
CHD9	80205	uc002eha.1
CHD9	80205	uc002ehb.2
CHD9	80205	uc002ehc.2
CHD9	80205	uc002ehd.2
CHD9	80205	uc002ehe.1
CHD9	80205	uc002ehf.2
CHD9	80205	uc002ehg.1
CHD9	80205	uc010cbw.2
CHDH	55349	uc003dgz.2
CHEK1	1111	uc001qcf.3
CHEK1	1111	uc001qcg.3
CHEK1	1111	uc001qci.1
CHEK1	1111	uc001qcj.2
CHEK1	1111	uc009zbo.2
CHEK1	1111	uc009zbp.2
CHEK1	1111	uc009zbq.2
CHEK1	1111	uc010sbh.1
CHEK1	1111	uc010sbi.1
CHEK2	11200	uc003adr.1
CHEK2	11200	uc003ads.1
CHEK2	11200	uc003adt.1
CHEK2	11200	uc003adu.1
CHEK2	11200	uc003adv.1
CHEK2	11200	uc003adw.1
CHEK2	11200	uc003adx.1
CHEK2	11200	uc003ady.1
CHEK2	11200	uc003adz.1
CHEK2	11200	uc010gvh.1
CHEK2	11200	uc010gvi.1
CHEK2	11200	uc010gvj.1
CHEK2	11200	uc010gvk.1
CHFR	55743	uc001ulc.1
CHFR	55743	uc001uld.2
CHFR	55743	uc001ule.2
CHFR	55743	uc001ulf.2
CHFR	55743	uc010tbs.1
CHFR	55743	uc010tbt.1
CHGA	1113	uc001ybc.3
CHGA	1113	uc001ybd.3
CHGA	1113	uc010aum.2
CHGB	1114	uc002wmg.2
CHGB	1114	uc010zqz.1
CHI3L1	1116_2	uc001gzl.3
CHI3L1	1116	uc001gzi.2
CHI3L1	1116	uc001gzj.2
CHI3L1	1116	uc001gzk.1
CHI3L2	1117	uc001eam.2
CHI3L2	1117	uc001ean.2
CHI3L2	1117	uc001eao.2
CHI3L2	1117	uc009wga.2
CHIA	27159	uc001eaq.2
CHIA	27159	uc001ear.2
CHIA	27159	uc001eas.2
CHIA	27159	uc001eat.2
CHIA	27159	uc001eau.2
CHIA	27159	uc001eav.2
CHIA	27159	uc009wgc.2
CHIA	27159	uc009wgd.2
CHIC1	53344	uc004ebk.3
CHIC1	53344	uc004ebl.3
CHIC1	53344	uc010nlo.2
CHIC1	53344	uc011mql.1
CHIC2	26511	uc003haj.1
CHID1	66005	uc001lsl.2
CHID1	66005	uc001lsm.2
CHID1	66005	uc001lsn.2
CHID1	66005	uc001lso.2
CHID1	66005	uc001lsp.2
CHID1	66005	uc010qwu.1
CHID1	66005	uc010qwv.1
CHID1	66005	uc010qww.1
CHIT1	1118	uc001gzm.1
CHIT1	1118	uc001gzn.2
CHIT1	1118	uc001gzo.2
CHIT1	1118	uc009xal.1
CHIT1	1118	uc009xam.1
CHIT1	1118	uc009xan.1
CHKA	1119	uc001onj.2
CHKA	1119	uc001onk.2
CHL1	10752	uc003bot.2
CHL1	10752	uc003bou.2
CHL1	10752	uc003bov.1
CHL1	10752	uc003bow.1
CHL1	10752	uc011asi.1
CHM	1121	uc004eet.2
CHM	1121	uc004eeu.3
CHM	1121	uc004eev.3
CHM	1121	uc011mqz.1
CHML	1122	uc001hzd.2
CHMP1A	5119	uc002fnt.2
CHMP1A	5119	uc002fnu.2
CHMP1A	5119	uc002fnv.2
CHMP1B	57132	uc002kqe.2
CHMP2A	27243	uc002qti.2
CHMP2A	27243	uc002qtj.2
CHMP2A	27243	uc002qtk.2
CHMP2B	25978	uc003dqp.3
CHMP2B	25978	uc011bgn.1
CHMP4B	128866	uc002xaa.2
CHMP4C	92421	uc003ycl.2
CHMP5	51510_2	uc003zsn.2
CHMP5	51510	uc003zsl.3
CHMP5	51510	uc003zsm.3
CHMP5	51510	uc011lnv.1
CHMP6	79643	uc002jyw.3
CHMP7	91782	uc003xdc.2
CHMP7	91782	uc003xdd.2
CHMP7	91782	uc003xde.2
CHMP7	91782	uc011kzs.1
CHN1	1123	uc002ujg.2
CHN1	1123	uc002uji.2
CHN1	1123	uc002ujj.2
CHN1	1123	uc010zeq.1
CHN2	1124	uc003szz.2
CHN2	1124	uc003taa.2
CHN2	1124	uc010kva.2
CHN2	1124	uc010kvb.2
CHN2	1124	uc010kvc.2
CHN2	1124	uc010kvd.2
CHN2	1124	uc010kve.2
CHN2	1124	uc010kvf.2
CHN2	1124	uc010kvg.2
CHN2	1124	uc010kvh.2
CHN2	1124	uc010kvi.2
CHN2	1124	uc010kvj.2
CHN2	1124	uc010kvk.2
CHN2	1124	uc010kvl.2
CHN2	1124	uc010kvm.2
CHN2	1124	uc011jzs.1
CHN2	1124	uc011jzt.1
CHN2	1124	uc011jzu.1
CHN2	1124	uc011jzv.1
CHODL	140578	uc002ykr.2
CHODL	140578	uc002yks.2
CHODL	140578	uc002ykt.2
CHODL	140578	uc002yku.2
CHODL	140578	uc002ykv.2
CHORDC1	26973	uc001pdg.2
CHORDC1	26973	uc009yvz.2
CHP	11261_2	uc010bcd.1
CHP	11261	uc001znl.2
CHP2	63928	uc002dmb.1
CHPF2	54480	uc003wjq.1
CHPF2	54480	uc003wjr.1
CHPF	79586	uc002vmc.3
CHPF	79586	uc002vmd.3
CHPF	79586	uc010zlh.1
CHPT1	56994	uc001tin.2
CHPT1	56994	uc001tio.2
CHPT1	56994	uc001tip.1
CHRAC1	54108	uc003yvl.2
CHRAC1	54108	uc010mem.1
CHRD	8646	uc003fov.2
CHRD	8646	uc003fow.2
CHRD	8646	uc003fox.2
CHRD	8646	uc003foy.2
CHRD	8646	uc010hyc.2
CHRD	8646	uc011brr.1
CHRDL1	91851	uc004eot.2
CHRDL1	91851	uc004eou.3
CHRDL1	91851	uc004eov.2
CHRDL1	91851	uc004eow.2
CHRDL1	91851	uc004eox.3
CHRDL1	91851	uc010nps.2
CHRDL1	91851	uc011mss.1
CHRDL2	25884	uc001ovg.2
CHRDL2	25884	uc001ovh.2
CHRDL2	25884	uc001ovi.2
CHRDL2	25884	uc001ovj.1
CHRDL2	25884	uc001ovk.1
CHRFAM7A	89832_2	uc001zdv.2
CHRFAM7A	89832	uc001zdt.1
CHRFAM7A	89832	uc001zdu.1
CHRFAM7A	89832	uc010azn.2
CHRM1	1128	uc001nwi.2
CHRM2	1129	uc003vtf.1
CHRM2	1129	uc003vtg.1
CHRM2	1129	uc003vth.1
CHRM2	1129	uc003vti.1
CHRM2	1129	uc003vtj.1
CHRM2	1129	uc003vtk.1
CHRM2	1129	uc003vtl.1
CHRM2	1129	uc003vtm.1
CHRM2	1129	uc003vtn.1
CHRM2	1129	uc003vto.1
CHRM3	1131	uc001hyo.1
CHRM3	1131	uc001hyp.2
CHRM4	1132	uc001nct.1
CHRM5	1133	uc001zhk.1
CHRM5	1133	uc001zhl.1
CHRNA10	57053	uc001lyf.2
CHRNA10	57053	uc010qxt.1
CHRNA10	57053	uc010qxu.1
CHRNA1	1134	uc002ujd.2
CHRNA1	1134	uc002uje.2
CHRNA1	1134	uc002ujf.3
CHRNA2	1135	uc010lur.2
CHRNA2	1135	uc010lus.2
CHRNA2	1135	uc011lal.1
CHRNA3	1136	uc002bea.2
CHRNA3	1136	uc002beb.2
CHRNA3	1136	uc002bec.2
CHRNA3	1136	uc010blg.1
CHRNA4	1137	uc002yes.2
CHRNA4	1137	uc002yet.1
CHRNA4	1137	uc002yev.1
CHRNA4	1137	uc010gke.1
CHRNA4	1137	uc010gkf.1
CHRNA4	1137	uc011aaw.1
CHRNA5	1138	uc002bdy.2
CHRNA5	1138	uc002bdz.2
CHRNA6	8973	uc003xpj.2
CHRNA6	8973	uc011lcw.1
CHRNA7	1139_2	uc001zfu.2
CHRNA7	1139	uc001zft.2
CHRNA7	1139	uc010bab.1
CHRNA7	1139	uc010bac.1
CHRNA7	1139	uc010bad.1
CHRNA7	1139	uc010bae.1
CHRNA7	1139	uc010baf.2
CHRNA7	1139	uc010bag.1
CHRNA7	1139	uc010bah.1
CHRNA7	1139	uc010bai.1
CHRNA7	1139	uc010baj.1
CHRNA7	1139	uc010bak.2
CHRNA9	55584	uc003gva.1
CHRNB1	1140	uc002ghb.2
CHRNB1	1140	uc010vty.1
CHRNB1	1140	uc010vtz.1
CHRNB2	1141	uc001ffg.2
CHRNB3	1142	uc003xpi.1
CHRNB4	1143	uc002bed.1
CHRNB4	1143	uc002bee.1
CHRNB4	1143	uc010blh.1
CHRND	1144	uc002vsw.2
CHRND	1144	uc010fyc.2
CHRND	1144	uc010zmg.1
CHRND	1144	uc010zmh.1
CHRNE	1145	uc002fzk.1
CHRNG	1146	uc002vsx.1
CHRNG	1146	uc010fyd.2
CHRNG	1146	uc010fye.1
CHST10	9486	uc002tam.2
CHST11	50515	uc001tkx.1
CHST11	50515	uc001tky.2
CHST12	55501	uc003smc.2
CHST12	55501	uc003smd.2
CHST13	166012	uc003eja.2
CHST14	113189	uc001zlw.2
CHST15	51363	uc001lhl.2
CHST15	51363	uc001lhm.2
CHST15	51363	uc001lhn.2
CHST15	51363	uc001lho.2
CHST15	51363	uc010que.1
CHST1	8534	uc001mys.1
CHST2	9435	uc003evm.2
CHST3	9469	uc001jsn.2
CHST4	10164	uc002fan.2
CHST4	10164	uc002fao.2
CHST6	4166	uc002fef.2
CHST6	4166	uc002feg.1
CHST6	4166	uc002feh.1
CHST7	56548	uc004dgt.2
CHST8	64377	uc002nus.3
CHST8	64377	uc002nut.3
CHST8	64377	uc002nuu.2
CHST9	83539	uc002kwc.2
CHST9	83539	uc002kwd.2
CHST9	83539	uc002kwe.2
CHSY1	22856	uc002bwt.1
CHSY1	22856	uc010usd.1
CHSY3	337876	uc003kvd.2
CHTF18	63922	uc002cke.3
CHTF18	63922	uc002ckf.3
CHTF18	63922	uc002ckg.3
CHTF18	63922	uc010bre.1
CHTF18	63922	uc010brf.2
CHTF18	63922	uc010uus.1
CHTF8	54921	uc002ewm.1
CHTF8	54921	uc002ewn.1
CHTF8	54921	uc002ewo.1
CHTF8	54921	uc002ewp.1
CHUK	1147	uc001kqp.2
CHURC1	91612	uc001xhv.1
FNTB	2342	uc001xhv.1
CHURC1	91612	uc001xhw.1
FNTB	2342	uc001xhw.1
CHURC1	91612	uc001xia.2
FNTB	2342	uc001xia.2
CHURC1	91612	uc001xid.2
FNTB	2342	uc001xid.2
CHURC1	91612	uc010tsj.1
FNTB	2342	uc010tsj.1
CHURC1	91612	uc010tsk.1
FNTB	2342	uc010tsk.1
CHURC1	91612	uc010tsl.1
FNTB	2342	uc010tsl.1
CHURC1	91612	uc010tsm.1
FNTB	2342	uc010tsm.1
CHURC1	91612	uc010tso.1
FNTB	2342	uc010tso.1
CIAO1	9391	uc002svs.2
CIAPIN1	57019	uc002elk.1
CIAPIN1	57019	uc002ell.1
CIAPIN1	57019	uc002elm.1
CIAPIN1	57019	uc002eln.1
CIAPIN1	57019	uc002elo.1
CIAPIN1	57019	uc010cda.1
CIAPIN1	57019	uc010vhm.1
CIB1	10519	uc002bpb.3
CIB2	10518	uc002bdb.1
CIB2	10518	uc002bdc.1
CIB2	10518	uc010ums.1
CIB3	117286	uc002nds.2
CIB3	117286	uc010eae.2
CIB3	117286	uc010eaf.2
CIB3	117286	uc010eag.2
CIB4	130106	uc002rhm.2
CIC	23152	uc002otf.1
CIDEA	1149	uc002kqt.3
CIDEA	1149	uc002kqu.3
CIDEA	1149	uc010dlc.2
CIDEB	27141	uc001won.2
CIDEB	27141	uc001woo.2
CIDEB	27141	uc001wop.2
CIDECP	152302	uc003bto.2
CIDEC	63924	uc003bto.2
CIDECP	152302	uc003btp.2
CIDEC	63924	uc003btp.2
CIDECP	152302	uc003btq.2
CIDEC	63924	uc003btq.2
CIDECP	152302	uc003btr.2
CIDEC	63924	uc003btr.2
CIDECP	152302	uc003bts.2
CIDEC	63924	uc003bts.2
CIDECP	152302	uc003bus.2
CIDEC	63924	uc003bus.2
CIDECP	152302	uc003but.2
CIDEC	63924	uc003but.2
CIDECP	152302	uc003buu.1
CIDEC	63924	uc003buu.1
CIDECP	152302	uc010hcp.2
CIDEC	63924	uc010hcp.2
CIITA	4261	uc002dag.2
CIITA	4261	uc002dah.2
CIITA	4261	uc002dai.3
CIITA	4261	uc002daj.3
CIITA	4261	uc002dak.3
CIITA	4261	uc010bup.1
CILP2	148113	uc002nmv.3
CILP2	148113	uc002nmw.3
CILP	8483	uc002aon.2
CINP	51550	uc001ylu.1
CINP	51550	uc001ylv.1
CIR1	9541	uc002uim.2
CIR1	9541	uc002uin.2
CIR1	9541	uc002uio.2
CIR1	9541	uc002uip.2
CIRBP	1153	uc002lrr.3
CIRBP	1153	uc002lrt.2
CIRBP	1153	uc002lru.2
CIRBP	1153	uc002lrv.3
CIRBP	1153	uc010dsg.1
CIRBP	1153	uc010xgl.1
CIRH1A	84916	uc002ewr.2
CIRH1A	84916	uc002ews.3
CIRH1A	84916	uc002ewt.3
CIRH1A	84916	uc010cfi.2
CIRH1A	84916	uc010cfj.1
CISD1	55847	uc001jkc.3
CISD1	55847	uc001jkd.3
CISD2	493856	uc003hwt.3
CISD3	284106	uc010wds.1
CISH	1154	uc003dax.2
CISH	1154	uc010hlq.2
CIT	11113	uc001txh.1
CIT	11113	uc001txi.1
CIT	11113	uc001txj.1
CITED1	4435	uc004eas.2
CITED1	4435	uc004eat.2
CITED1	4435	uc011mqc.1
CITED1	4435	uc011mqd.1
CITED2	10370	uc003qip.1
CITED4	163732	uc001cgj.2
CIZ1	25792	uc004btr.2
CIZ1	25792	uc004bts.2
CIZ1	25792	uc004btt.2
CIZ1	25792	uc004btu.2
CIZ1	25792	uc004btv.2
CIZ1	25792	uc004btw.2
CIZ1	25792	uc004btx.2
CIZ1	25792	uc011maq.1
CIZ1	25792	uc011mar.1
CIZ1	25792	uc011mas.1
CKAP2	26586	uc001vgt.2
CKAP2	26586	uc001vgu.2
CKAP2	26586	uc001vgv.2
CKAP2	26586	uc010tha.1
CKAP2L	150468	uc002tie.2
CKAP2L	150468	uc002tif.2
CKAP2L	150468	uc010yxp.1
CKAP2L	150468	uc010yxq.1
CKAP4	10970	uc001tlk.2
CKAP5	9793	uc001ndh.1
CKAP5	9793	uc001ndi.1
CKAP5	9793	uc001ndj.1
CKAP5	9793	uc009ylg.1
CKB	1152	uc001yne.1
CKB	1152	uc001ynf.1
CKB	1152	uc010awr.1
CKLF	51192	uc002eot.2
CKLF	51192	uc002eou.2
CKLF	51192	uc002eov.2
CKLF	51192	uc002eow.2
CKLF	51192	uc002eox.1
CKM	1158	uc002pbd.2
CKMT1A	548596	uc001zsn.2
CKMT1A	548596	uc001zso.3
CKMT1A	548596	uc010bdo.2
CKMT1A	548596	uc010uea.1
CKMT1A	548596	uc010ueb.1
CKMT1B	1159	uc001zsc.2
CKMT1B	1159	uc001zsd.3
CKMT1B	1159	uc010bdi.2
CKMT1B	1159	uc010bdj.2
CKMT1B	1159	uc010uds.1
CKMT1B	1159	uc010udt.1
CKMT1B	1159	uc010udu.1
CKMT1B	1159	uc010udv.1
CKMT1B	1159	uc010udw.1
CKMT1B	1159	uc010udx.1
CKMT1B	1159	uc010udy.1
CKMT2	1160	uc003khc.3
CKMT2	1160	uc003khd.3
CKMT2	1160	uc010jaq.2
CKS1B	1163	uc001fga.2
CKS1B	1163	uc001fgb.2
CKS2	1164	uc004aqh.2
CLASP1	23332	uc002tmy.2
CLASP1	23332	uc002tmz.2
CLASP1	23332	uc002tna.2
CLASP1	23332	uc002tnb.2
CLASP1	23332	uc002tnc.2
CLASP1	23332	uc002tnf.2
CLASP1	23332	uc002tng.1
CLASP1	23332	uc010yyv.1
CLASP1	23332	uc010yyw.1
CLASP1	23332	uc010yyx.1
CLASP1	23332	uc010yyy.1
CLASP1	23332	uc010yyz.1
CLASP1	23332	uc010yza.1
CLASP1	23332	uc010yzb.1
CLASP1	23332	uc010yzc.1
CLASP2	23122	uc003cfs.2
CLASP2	23122	uc003cft.2
CLASP2	23122	uc003cfu.2
CLASP2	23122	uc003cfv.2
CLASP2	23122	uc003cfw.2
CLASP2	23122	uc010hgb.2
